id,session_id,timestamp,mudra_name,confidence,handedness
314,5,2026-09-09T21:04:17.957347,Shikhara,1.0,Left
315,5,2026-09-09T21:04:18.182495,Shikhara,1.0,Left
316,5,2026-09-09T21:04:18.404867,Shikhara,1.0,Left
317,5,2026-09-09T21:04:18.614450,Shikhara,0.8,Left
318,5,2026-09-09T21:04:18.829445,Shikhara,1.0,Left
319,5,2026-09-09T21:04:19.046052,Shikhara,1.0,Left
320,5,2026-09-09T21:04:19.260523,Ardhachandra,1.0,Left
321,5,2026-09-09T21:04:19.468852,Ardhachandra,1.0,Left
322,5,2026-09-09T21:04:19.693548,Ardhachandra,1.0,Left
323,5,2026-09-09T21:04:19.908823,Ardhachandra,1.0,Left
324,5,2026-09-09T21:04:20.128034,Ardhachandra,1.0,Left
325,5,2026-09-09T21:04:20.331992,Ardhachandra,1.0,Left
326,5,2026-09-09T21:04:20.540313,Ardhachandra,0.8,Left
327,5,2026-09-09T21:04:20.749539,Ardhachandra,1.0,Left
328,5,2026-09-09T21:04:20.965678,Katakamukha,1.0,Left
329,5,2026-09-09T21:04:21.168857,Katakamukha,1.0,Left
330,5,2026-09-09T21:04:21.384097,Katakamukha,1.0,Left
331,5,2026-09-09T21:04:21.587663,Shikhara,1.0,Left
332,5,2026-09-09T21:04:21.808094,Shikhara,1.0,Left
333,5,2026-09-09T21:04:22.017747,Shikhara,1.0,Left
334,5,2026-09-09T21:04:22.258377,Shikhara,1.0,Left
335,5,2026-09-09T21:04:22.475629,Shikhara,1.0,Left
336,5,2026-09-09T21:04:22.702781,Shikhara,1.0,Left
337,5,2026-09-09T21:04:22.937313,Shikhara,1.0,Left
338,5,2026-09-09T21:04:23.177092,Shikhara,1.0,Left
339,5,2026-09-09T21:04:23.387763,Shikhara,1.0,Right
340,5,2026-09-09T21:04:23.610223,Shikhara,1.0,Left
341,5,2026-09-09T21:04:23.888782,Shikhara,1.0,Left
342,5,2026-09-09T21:04:24.105650,Shikhara,1.0,Left
343,5,2026-09-09T21:04:24.323936,Shikhara,1.0,Left
344,5,2026-09-09T21:04:24.489290,Shikhara,1.0,Left
345,5,2026-09-09T21:04:24.597604,Shikhara,1.0,Left
346,5,2026-09-09T21:04:24.717708,Shikhara,1.0,Left
347,5,2026-09-09T21:04:24.943414,Shikhara,1.0,Left
348,5,2026-09-09T21:04:25.155885,Shikhara,1.0,Left
349,5,2026-09-09T21:04:25.388676,Shikhara,1.0,Left
350,5,2026-09-09T21:04:25.595238,Shikhara,0.8,Left
351,5,2026-09-09T21:04:25.804091,Shikhara,1.0,Right
352,5,2026-09-09T21:04:26.027370,Shikhara,1.0,Left
353,5,2026-09-09T21:04:26.173057,Ardhachandra,1.0,Left
354,5,2026-09-09T21:04:26.401620,Ardhachandra,1.0,Left
355,5,2026-09-09T21:04:30.902067,Ardhachandra,1.0,Right
356,5,2026-09-09T21:04:31.039622,Ardhachandra,1.0,Right
357,5,2026-09-09T21:04:31.210851,Pataka,1.0,Right
358,5,2026-09-09T21:04:31.370288,Pataka,1.0,Right
